,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
28876,0.329,2,0.068,1,0.533,1,2,1,0,0,0.0,0.0,0.398,0,0
28877,0.356,2,0.118,0,0.8,1,1,1,0,0,0.0,0.0,0.449,0,1
28878,0.041,2,0.109,5,0.6,0,2,3,0,0,0.0,0.0,0.194,0,0
28879,0.356,2,0.116,0,0.8,2,9,3,0,0,0.0,0.0,0.398,0,0
28880,0.493,2,0.04,1,0.533,1,5,1,0,0,0.15,0.0,0.602,0,1
28881,0.384,2,0.151,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,1
28882,0.301,2,0.041,1,0.533,0,7,4,0,0,0.0,0.0,0.398,0,0
28883,0.192,4,0.06,3,0.867,1,3,1,0,0,0.0,0.0,0.449,0,0
28884,0.082,2,0.086,5,0.6,0,5,5,2,0,0.0,0.0,0.245,11,0
28886,0.288,0,0.014,3,0.867,2,0,0,0,1,0.0,0.0,0.398,0,0
28887,0.274,1,0.166,1,0.533,1,6,1,0,0,0.0,0.0,0.449,1,1
28888,0.014,2,0.257,1,0.533,0,8,5,0,1,0.0,0.0,0.398,0,0
28889,0.329,1,0.149,1,0.533,1,1,1,0,0,0.0,0.0,0.449,4,0
28890,0.178,2,0.06,0,0.8,1,5,2,0,1,0.031,0.0,0.551,0,1
28892,0.123,2,0.16,0,0.8,0,3,3,0,0,0.0,0.0,0.296,0,0
28893,0.274,2,0.135,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
28894,0.11,2,0.126,5,0.6,0,9,0,1,1,0.022,0.0,0.5,0,0
28895,0.219,2,0.267,5,0.6,1,3,1,0,0,0.0,0.0,0.398,30,1
28896,0.274,2,0.39,0,0.8,1,1,1,0,0,0.15,0.0,0.398,0,1
28897,0.192,2,0.022,0,0.8,0,9,0,0,0,0.0,0.0,0.398,0,0
28898,0.137,2,0.134,5,0.6,1,1,1,0,0,0.0,0.0,0.806,0,0
28899,0.247,2,0.131,3,0.867,1,5,1,0,0,0.0,0.0,0.398,0,1
28900,0.151,1,0.152,5,0.6,1,0,2,0,1,0.0,0.0,0.296,0,1
28901,0.575,2,0.181,1,0.533,0,0,0,0,0,0.0,0.0,0.5,24,0
28902,0.342,2,0.011,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,0
28903,0.452,2,0.175,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,1
28905,0.205,2,0.043,5,0.6,2,8,4,0,1,0.0,0.0,0.398,0,0
28906,0.137,2,0.065,1,0.533,4,10,4,1,0,0.0,0.0,0.398,0,0
28907,0.356,2,0.145,0,0.8,2,8,5,0,0,0.0,0.0,0.398,0,0
28908,0.397,2,0.111,2,0.4,2,3,4,3,0,0.0,0.0,0.398,0,1
28909,0.329,2,0.115,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,1
28910,0.575,4,0.192,3,0.867,2,3,4,0,1,0.086,0.0,0.602,0,1
28911,0.041,2,0.139,5,0.6,0,5,3,0,1,0.0,0.0,0.296,0,0
28913,0.397,1,0.025,1,0.533,1,7,1,0,0,0.044,0.0,0.704,0,0
28914,0.384,2,0.056,7,0.2,1,8,1,1,0,0.0,0.0,0.398,0,0
28915,0.164,4,0.047,1,0.533,0,2,4,2,0,0.0,0.365,0.449,0,0
28916,0.082,2,0.16,2,0.4,1,2,1,0,0,0.0,0.0,0.398,4,0
28917,0.397,2,0.164,1,0.533,0,6,0,0,0,0.0,0.365,0.48,0,0
28919,0.562,2,0.055,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
28920,0.288,2,0.05,9,0.667,0,1,5,2,1,0.0,0.0,0.398,0,0
28921,0.164,2,0.072,5,0.6,0,5,5,0,0,0.0,0.0,0.5,0,0
28923,0.123,4,0.125,0,0.8,0,3,0,0,1,0.0,0.0,0.398,0,0
28924,0.342,2,0.199,0,0.8,1,0,1,2,0,0.0,0.0,0.398,11,1
28925,0.603,2,0.046,1,0.533,4,6,4,2,0,0.0,0.0,0.449,0,1
28926,0.192,2,0.125,5,0.6,1,5,1,0,0,0.15,0.0,0.449,0,1
28927,0.356,2,0.232,1,0.533,2,8,3,0,0,0.0,0.0,0.398,0,0
28928,0.411,2,0.073,0,0.8,1,10,1,0,0,0.15,0.0,0.5,0,1
28929,0.466,0,0.122,1,0.533,1,10,1,0,0,0.0,0.0,0.561,0,1
28930,0.082,2,0.227,1,0.533,0,2,0,0,0,0.0,0.0,0.398,0,0
28931,0.096,2,0.014,1,0.533,0,8,4,0,1,0.0,0.0,0.398,0,0
28934,0.288,2,0.034,9,0.667,1,10,1,0,0,0.0,0.0,0.5,0,0
28935,0.425,2,0.091,1,0.533,1,2,2,0,1,0.0,0.0,0.153,0,1
28936,0.219,2,0.12,1,0.533,0,10,0,0,0,0.0,0.0,0.296,0,0
28938,0.014,2,0.004,7,0.2,0,4,5,2,1,0.0,0.0,0.398,11,0
28939,0.479,2,0.131,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
28940,0.397,2,0.119,0,0.8,1,3,1,0,0,0.0,0.424,0.449,0,1
28941,0.151,2,0.104,1,0.533,0,3,0,0,0,0.0,0.0,0.398,0,0
28942,0.274,2,0.188,5,0.6,0,4,5,2,0,0.0,0.0,0.296,36,0
28944,0.384,4,0.027,3,0.867,1,3,1,0,0,0.0,0.0,0.5,0,1
28945,0.0,2,0.091,12,0.333,0,5,3,0,1,0.0,0.0,0.153,0,0
28946,0.534,2,0.182,3,0.867,1,3,1,0,0,0.0,0.0,0.398,0,1
28947,0.288,5,0.249,6,0.733,2,1,4,0,0,0.0,0.0,0.449,0,0
28948,0.877,2,0.079,7,0.2,1,6,1,0,0,0.0,0.0,0.092,0,0
28949,0.068,2,0.059,5,0.6,0,8,3,0,1,0.0,0.0,0.296,0,0
28950,0.356,0,0.115,5,0.6,2,0,4,0,1,0.0,0.0,0.398,0,0
28951,0.192,2,0.065,6,0.733,1,0,2,0,1,0.0,0.399,0.398,0,0
28952,0.342,1,0.229,0,0.8,1,3,1,0,0,0.0,0.433,0.398,0,1
28954,0.452,2,0.081,1,0.533,1,6,1,0,0,0.0,0.0,0.398,0,1
28955,0.192,2,0.156,5,0.6,4,2,0,0,0,0.0,0.0,0.398,0,0
28956,0.247,2,0.06,5,0.6,2,1,0,0,1,0.0,0.0,0.398,0,0
28958,0.26,2,0.072,0,0.8,4,4,4,1,1,0.0,0.0,0.347,0,0
28959,0.219,2,0.038,7,0.2,1,7,1,0,0,0.0,0.0,0.398,4,0
28960,0.26,2,0.13,0,0.8,2,3,4,1,1,0.0,0.049,0.398,0,0
28962,0.452,2,0.115,1,0.533,0,2,3,0,0,0.0,0.0,0.245,0,0
28963,0.521,2,0.131,5,0.6,1,3,1,0,0,0.0,0.0,0.398,0,1
28964,0.164,2,0.105,1,0.533,2,8,4,0,1,0.0,0.0,0.398,0,0
28965,0.096,2,0.092,5,0.6,0,4,5,1,1,0.0,0.0,0.296,19,0
28966,0.301,3,0.116,5,0.6,2,0,0,0,0,0.0,0.0,0.398,0,1
28967,0.233,2,0.262,0,0.8,0,5,0,0,0,0.0,0.0,0.398,0,0
28968,0.164,2,0.078,7,0.2,2,10,4,0,1,0.0,0.0,0.551,0,0
28969,0.589,2,0.162,5,0.6,1,10,1,4,0,0.0,0.0,0.316,0,1
28970,0.219,2,0.114,3,0.867,1,1,2,0,1,0.0,0.0,0.5,0,1
28971,0.562,2,0.138,4,0.267,0,2,3,0,0,0.0,0.0,0.398,22,0
28972,0.137,2,0.063,5,0.6,4,5,0,0,0,0.0,0.0,0.398,0,0
28973,0.397,0,0.238,5,0.6,2,11,4,3,1,0.0,0.0,0.398,0,0
28974,0.63,2,0.186,1,0.533,2,11,0,0,0,0.0,0.0,0.398,0,0
28975,0.288,1,0.108,5,0.6,2,4,4,0,1,0.0,0.0,0.398,0,0
28976,0.082,2,0.2,5,0.6,0,10,3,0,0,0.0,0.0,0.143,0,0
28977,0.164,2,0.074,0,0.8,0,3,0,0,1,0.086,0.0,0.398,0,1
28978,0.192,2,0.063,10,0.933,1,3,2,0,1,0.0,0.0,0.602,0,1
28979,0.438,5,0.199,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
28980,0.384,5,0.128,8,1.0,1,3,1,0,0,0.0,0.0,0.602,0,1
28981,0.342,2,0.182,4,0.267,1,6,1,0,0,0.0,0.0,0.398,0,0
28982,0.425,2,0.15,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
28983,0.219,2,0.221,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
28984,0.096,2,0.114,5,0.6,0,0,3,0,0,0.0,0.0,0.398,0,0
28985,0.438,1,0.058,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,0
28986,0.315,2,0.241,5,0.6,1,8,1,0,0,0.026,0.0,0.398,0,0
28987,0.548,2,0.035,9,0.667,1,3,1,0,0,0.0,0.437,0.449,0,0
28988,0.452,2,0.174,1,0.533,2,0,0,0,1,0.0,0.0,0.398,0,0
28989,0.397,2,0.031,0,0.8,1,1,1,0,0,0.15,0.0,0.551,0,1
28990,0.247,1,0.051,5,0.6,1,1,1,0,0,0.039,0.0,0.602,0,0
28991,0.027,2,0.059,5,0.6,0,4,3,0,1,0.0,0.0,0.194,0,0
28992,0.014,2,0.014,12,0.333,0,4,3,0,1,0.0,0.0,0.276,0,0
28993,0.041,2,0.069,1,0.533,0,10,0,0,0,0.0,0.0,0.398,0,0
28994,0.342,2,0.085,1,0.533,2,6,0,0,0,0.0,0.0,0.398,0,0
28995,0.397,2,0.062,1,0.533,1,8,1,2,0,0.0,0.0,0.398,14,1
28996,0.315,3,0.112,1,0.533,1,0,2,0,1,0.0,0.0,0.194,0,1
28997,0.507,2,0.086,3,0.867,1,1,1,2,0,0.0,0.0,0.449,0,1
28998,0.151,2,0.032,1,0.533,1,10,1,0,0,0.0,0.0,0.449,0,0
28999,0.288,2,0.201,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
29000,0.151,2,0.022,5,0.6,0,13,0,0,1,0.0,0.0,0.398,0,0
29001,0.068,2,0.176,2,0.4,0,10,3,0,0,0.0,0.0,0.398,0,0
29002,0.192,2,0.028,0,0.8,1,1,1,0,0,0.0,0.0,0.5,0,1
29003,0.137,2,0.103,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29004,0.384,2,0.024,0,0.8,1,3,1,0,0,0.0,0.0,0.418,0,1
29005,0.288,2,0.088,0,0.8,1,1,1,0,0,0.0,0.0,0.398,0,1
29006,0.685,1,0.284,6,0.733,1,1,2,0,1,0.201,0.0,0.031,0,1
29007,0.795,2,0.165,3,0.867,0,11,0,0,0,0.0,0.0,0.153,0,0
29008,0.329,2,0.121,3,0.867,2,1,4,1,1,0.0,0.0,0.602,0,1
29009,0.274,2,0.058,0,0.8,1,5,1,0,0,0.0,0.0,0.602,0,1
29010,0.411,2,0.151,1,0.533,0,1,3,0,1,0.0,0.0,0.5,1,0
29011,0.233,4,0.283,0,0.8,1,3,1,0,0,0.0,0.0,0.449,4,1
29012,0.11,2,0.12,1,0.533,1,10,3,0,0,0.0,0.0,0.398,0,0
29013,0.479,2,0.089,1,0.533,6,0,0,0,1,0.0,0.0,0.398,0,0
29014,0.137,0,0.121,1,0.533,0,11,3,0,0,0.022,0.0,0.398,0,0
29015,0.247,2,0.123,1,0.533,0,7,0,4,0,0.0,0.0,0.398,5,0
29016,0.37,4,0.234,14,0.467,1,4,5,0,1,0.0,0.0,0.347,4,0
29017,0.137,4,0.084,1,0.533,1,1,1,0,0,0.0,0.0,0.806,0,1
29018,0.342,2,0.097,5,0.6,0,9,0,0,0,0.0,0.0,0.327,0,0
29019,0.123,2,0.119,4,0.267,0,4,3,0,1,0.0,0.0,0.378,22,0
29020,0.082,2,0.129,1,0.533,0,3,0,0,0,0.0,0.0,0.398,8,0
29021,0.151,2,0.008,1,0.533,0,3,0,3,1,0.0,0.0,0.398,0,0
29022,0.288,1,0.122,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
29023,0.151,2,0.085,5,0.6,0,10,3,0,0,0.0,0.0,0.5,0,0
29024,0.164,2,0.142,1,0.533,0,0,5,0,1,0.0,0.0,0.398,0,0
29025,0.534,1,0.128,4,0.267,1,1,5,0,0,0.034,0.0,0.5,13,0
29027,0.178,2,0.029,5,0.6,0,1,3,1,1,0.0,0.0,0.398,0,0
29028,0.425,2,0.115,5,0.6,1,2,1,0,0,0.0,0.0,0.398,0,0
29030,0.288,2,0.179,3,0.867,1,1,1,0,0,0.0,0.0,0.602,1,1
29031,0.096,2,0.076,1,0.533,0,2,5,0,0,0.0,0.0,0.398,0,0
29032,0.411,0,0.138,8,1.0,1,3,1,0,0,0.0,0.0,0.398,0,1
29034,0.164,2,0.233,5,0.6,0,3,5,0,1,0.0,0.0,0.398,0,0
29035,0.384,2,0.117,6,0.733,2,10,0,0,0,0.0,0.0,0.398,0,0
29036,0.096,2,0.2,1,0.533,0,10,3,0,0,0.0,0.0,0.398,0,0
29037,0.315,2,0.029,1,0.533,1,8,1,0,0,0.0,0.0,0.398,0,0
29038,0.151,4,0.096,4,0.267,1,10,1,1,0,0.0,0.0,0.398,33,1
29039,0.397,3,0.021,0,0.8,2,3,4,0,1,0.0,0.0,0.5,0,1
29041,0.205,2,0.16,5,0.6,1,8,1,0,0,0.0,0.0,0.398,0,0
29042,0.041,2,0.062,1,0.533,0,5,0,0,0,0.0,0.0,0.398,0,0
29043,0.082,2,0.205,5,0.6,0,4,4,0,0,0.0,0.0,0.347,4,0
29044,0.397,2,0.119,1,0.533,1,4,1,0,0,0.0,0.0,0.398,0,0
29045,0.055,2,0.141,1,0.533,0,5,3,0,1,0.0,0.0,0.347,0,0
29046,0.575,2,0.046,3,0.867,1,1,1,2,0,0.0,0.0,0.398,0,1
29047,0.192,2,0.106,5,0.6,1,3,1,0,0,0.0,0.0,0.5,0,0
29048,0.425,2,0.138,5,0.6,2,1,0,0,1,0.0,0.0,0.398,0,0
29049,0.233,2,0.057,7,0.2,1,6,1,0,0,0.0,0.0,0.398,0,0
29050,0.027,2,0.189,5,0.6,0,4,3,0,0,0.0,0.0,0.245,0,0
29051,0.041,2,0.074,5,0.6,0,5,3,0,0,0.0,0.0,0.347,0,0
29052,0.164,2,0.076,0,0.8,0,3,3,0,0,0.0,0.0,0.5,0,0
29053,0.507,2,0.074,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
29054,0.26,2,0.043,1,0.533,1,10,1,0,0,0.0,0.0,0.52,0,0
29055,0.356,2,0.23,0,0.8,0,5,0,0,0,0.0,0.0,0.5,0,1
29056,0.397,3,0.014,0,0.8,1,9,1,0,0,0.031,0.0,0.398,0,1
29057,0.219,2,0.045,3,0.867,1,3,1,0,0,0.0,0.0,0.449,0,1
29058,0.219,2,0.071,12,0.333,2,4,4,0,1,0.0,0.0,0.449,0,0
29059,0.26,2,0.117,5,0.6,1,6,1,0,0,0.0,0.0,0.398,0,0
29060,0.274,2,0.118,1,0.533,1,2,1,0,0,0.052,0.0,0.398,0,1
29063,0.384,1,0.101,1,0.533,1,10,1,0,0,0.0,0.0,0.602,0,0
29064,0.11,2,0.187,0,0.8,0,0,0,0,1,0.0,0.0,0.398,0,0
29065,0.151,2,0.014,9,0.667,1,8,1,0,0,0.0,0.0,0.398,0,0
29066,0.123,2,0.124,1,0.533,0,0,3,0,1,0.024,0.0,0.398,0,0
29067,0.082,2,0.136,1,0.533,0,13,3,0,0,0.0,0.0,0.398,0,0
29068,0.096,2,0.068,1,0.533,0,1,0,0,1,0.0,0.0,0.398,0,0
29069,0.562,1,0.168,5,0.6,2,3,0,0,1,0.0,0.0,0.398,0,0
29070,0.26,2,0.058,9,0.667,2,9,4,0,1,0.0,0.0,0.398,0,0
29071,0.397,2,0.118,5,0.6,1,5,1,0,0,0.0,0.0,0.5,0,0
29073,0.205,2,0.075,5,0.6,1,5,1,0,0,0.044,0.0,0.5,0,0
29074,0.123,2,0.038,1,0.533,0,4,4,1,0,0.0,0.0,0.398,0,0
29075,0.479,2,0.189,11,0.133,0,2,0,0,1,0.0,0.0,0.398,0,0
29076,0.027,2,0.125,1,0.533,0,4,0,0,1,0.0,0.0,0.449,0,0
29077,0.219,2,0.473,0,0.8,1,3,1,0,0,0.0,0.0,0.602,0,1
29078,0.589,2,0.244,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29079,0.301,2,0.1,5,0.6,2,1,0,0,0,0.0,0.0,0.378,0,0
29080,0.384,2,0.058,0,0.8,2,1,0,0,0,0.0,0.0,0.449,0,0
29081,0.274,4,0.057,5,0.6,3,0,4,1,1,0.0,0.0,0.398,0,0
29082,0.164,2,0.084,6,0.733,0,9,3,0,0,0.0,0.0,0.398,0,0
29083,0.493,2,0.118,5,0.6,1,10,1,0,0,0.0,0.0,0.663,0,0
29084,0.397,0,0.064,5,0.6,1,1,1,0,0,0.0,0.399,0.398,0,0
29085,0.041,2,0.199,5,0.6,0,6,3,0,0,0.0,0.0,0.398,0,0
29086,0.301,2,0.188,3,0.867,0,3,3,0,1,0.0,0.0,0.398,0,0
29087,0.425,2,0.159,5,0.6,1,3,2,0,1,0.073,0.0,0.398,0,1
29088,0.288,2,0.1,1,0.533,1,10,1,1,0,0.044,0.0,0.48,0,0
29089,0.26,2,0.159,1,0.533,1,10,1,0,0,0.0,0.0,0.449,0,0
29090,0.493,2,0.159,7,0.2,2,8,4,1,1,0.0,0.0,0.561,0,0
29091,0.164,2,0.137,1,0.533,0,10,0,0,0,0.0,0.453,0.347,0,0
29092,0.644,2,0.042,7,0.2,1,0,1,0,0,0.026,0.0,0.5,0,0
29093,0.233,2,0.372,5,0.6,1,1,1,0,0,0.0,0.0,0.5,0,1
29095,0.329,4,0.263,0,0.8,2,3,4,0,1,0.0,0.0,0.398,0,0
29096,0.233,2,0.166,1,0.533,2,1,4,0,1,0.0,0.0,0.378,0,0
29099,0.068,2,0.195,5,0.6,1,9,1,0,0,0.0,0.0,0.398,0,0
29100,0.356,2,0.084,14,0.467,1,10,1,0,0,0.0,0.0,0.398,0,0
29102,0.26,2,0.065,5,0.6,0,1,0,0,0,0.0,0.0,0.398,0,0
29103,0.411,2,0.117,1,0.533,1,5,1,0,0,0.0,0.0,0.551,0,1
29105,0.219,2,0.155,5,0.6,4,8,0,0,0,0.0,0.0,0.398,0,0
29106,0.137,2,0.057,5,0.6,0,8,5,0,1,0.0,0.0,0.398,0,0
29107,0.219,2,0.135,5,0.6,0,9,0,0,0,0.0,0.0,0.704,0,0
29108,0.096,2,0.134,1,0.533,1,6,3,0,1,0.0,0.0,0.398,0,0
29109,0.411,4,0.112,5,0.6,2,3,0,0,1,0.0,0.0,0.398,0,0
29110,0.425,5,0.318,12,0.333,1,1,1,0,0,0.0,0.0,0.398,0,0
29111,0.151,2,0.137,1,0.533,1,5,1,0,0,0.0,0.0,0.5,0,0
29112,0.219,4,0.123,0,0.8,1,3,1,0,0,0.0,0.0,0.398,0,1
29113,0.37,2,0.222,0,0.8,1,8,1,0,0,0.0,0.454,0.398,0,1
29114,0.219,4,0.12,9,0.667,0,11,0,0,0,0.0,0.0,0.561,0,0
29115,0.123,2,0.119,5,0.6,0,0,0,0,1,0.0,0.0,0.245,0,0
29116,0.068,2,0.101,9,0.667,0,1,3,0,0,0.0,0.0,0.398,0,0
29117,0.233,2,0.186,5,0.6,1,1,1,0,0,0.0,0.0,0.551,0,1
29118,0.192,5,0.197,5,0.6,0,1,3,0,0,0.0,0.0,0.449,0,0
29120,0.288,4,0.165,9,0.667,1,1,1,0,0,0.0,0.0,0.398,0,0
29121,0.466,1,0.022,5,0.6,1,3,2,0,1,0.0,0.0,0.398,0,1
29122,0.26,2,0.016,5,0.6,1,1,1,0,0,0.0,0.0,0.398,0,0
29123,0.164,2,0.121,5,0.6,1,11,1,0,0,0.077,0.0,0.541,0,1
29124,0.644,1,0.061,1,0.533,1,5,1,0,0,0.0,0.0,0.143,0,1
29125,0.096,2,0.088,5,0.6,0,8,3,0,0,0.0,0.0,0.551,0,0
29126,0.055,0,0.13,5,0.6,0,1,3,0,1,0.0,0.0,0.194,0,0
29127,0.151,2,0.097,5,0.6,1,10,1,0,0,0.0,0.0,0.602,0,1
29129,0.329,5,0.067,1,0.533,1,10,1,0,0,0.0,0.0,0.5,0,0
29130,0.0,2,0.01,4,0.267,0,4,3,0,0,0.0,0.0,0.153,0,0
29131,0.562,2,0.208,8,1.0,1,3,1,0,0,0.0,0.0,0.5,0,1
29132,0.452,1,0.218,0,0.8,1,5,1,0,0,0.0,0.0,0.071,0,0
29133,0.178,2,0.233,2,0.4,3,2,0,3,0,0.0,0.0,0.398,4,0
29134,0.411,2,0.18,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29135,0.096,2,0.088,5,0.6,0,5,3,0,0,0.0,0.0,0.194,0,0
29136,0.452,3,0.224,5,0.6,1,1,1,1,0,0.0,0.0,0.398,0,0
29137,0.164,2,0.127,3,0.867,0,3,0,0,0,0.0,0.0,0.551,32,0
29138,0.192,1,0.046,8,1.0,1,3,1,0,0,0.0,0.0,0.398,0,1
29139,0.315,1,0.014,1,0.533,1,7,1,0,0,0.0,0.0,0.704,0,1
29140,0.192,2,0.011,5,0.6,0,5,0,0,1,0.0,0.0,0.602,0,0
29141,0.493,2,0.227,4,0.267,1,8,1,1,0,0.0,0.0,0.398,0,0
29142,0.219,2,0.052,1,0.533,0,0,0,0,1,0.0,0.0,0.398,0,0
29143,0.356,2,0.12,0,0.8,1,4,1,0,0,0.0,0.0,0.398,0,0
29144,0.534,2,0.065,5,0.6,1,1,2,0,1,0.077,0.0,0.5,0,1
29145,0.288,2,0.15,0,0.8,1,1,2,0,1,0.0,0.0,0.5,0,1
29146,0.014,2,0.097,2,0.4,0,5,3,0,1,0.0,0.0,0.296,0,0
29147,0.452,2,0.055,1,0.533,1,1,1,0,0,0.0,0.0,0.398,0,1
29148,0.836,2,0.083,1,0.533,6,5,4,0,1,0.023,0.0,0.112,0,0
29149,0.137,2,0.061,2,0.4,1,10,1,0,0,0.0,0.0,0.398,0,0
29150,0.027,2,0.378,5,0.6,0,5,3,0,1,0.0,0.0,0.245,0,0
29151,0.096,0,0.137,0,0.8,0,9,0,0,1,0.0,0.0,0.398,0,0
29152,0.041,2,0.187,5,0.6,0,5,3,0,0,0.0,0.368,0.143,0,0
29153,0.11,2,0.153,3,0.867,0,3,3,0,0,0.0,0.0,0.347,0,0
29154,0.233,2,0.06,0,0.8,2,5,0,0,1,0.0,0.0,0.5,0,1
29155,0.178,5,0.292,9,0.667,1,5,1,0,0,0.0,0.0,0.347,0,0
29156,0.274,3,0.087,3,0.867,2,3,0,0,1,0.0,0.0,0.398,0,0
29157,0.288,2,0.132,1,0.533,1,8,1,0,0,0.0,0.0,0.48,0,1
29158,0.685,6,0.084,1,0.533,1,0,1,2,0,0.0,0.0,0.112,11,0
29159,0.247,2,0.142,1,0.533,1,6,1,0,0,0.0,0.0,0.296,0,0
29160,0.795,1,0.015,1,0.533,1,7,1,0,0,0.0,0.0,0.296,0,0
29161,0.411,2,0.041,5,0.6,1,1,2,0,1,0.0,0.0,0.5,0,0
29162,0.082,2,0.16,12,0.333,1,2,1,0,0,0.0,0.0,0.398,0,0
29163,0.466,3,0.059,1,0.533,2,0,0,0,1,0.0,0.0,0.071,0,0
29164,0.342,4,0.756,1,0.533,2,4,0,1,0,0.0,0.0,0.398,0,0
29165,0.205,2,0.06,5,0.6,1,9,2,0,1,0.0,0.0,0.316,0,1
29166,0.507,2,0.222,1,0.533,4,5,4,0,1,0.0,0.0,0.347,0,0
29167,0.041,2,0.122,5,0.6,0,2,3,0,1,0.0,0.0,0.398,0,0
29168,0.301,2,0.176,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,1
29169,0.329,2,0.059,1,0.533,1,10,1,0,0,0.077,0.0,0.378,0,1
29170,0.247,2,0.049,1,0.533,0,8,0,0,1,0.0,0.0,0.398,0,0
29171,0.384,4,0.105,0,0.8,1,10,1,0,0,0.0,0.0,0.347,0,1
29172,0.137,2,0.095,0,0.8,0,5,0,0,1,0.0,0.0,0.398,0,0
29173,0.603,1,0.124,7,0.2,1,5,1,0,0,0.0,0.0,0.296,0,1
29174,0.329,2,0.113,1,0.533,0,5,0,0,0,0.0,0.0,0.5,0,0
29175,0.068,2,0.024,5,0.6,0,9,3,0,0,0.0,0.0,0.398,0,0
29176,0.521,2,0.11,5,0.6,1,10,1,1,0,0.15,0.0,0.398,0,1
29178,0.11,2,0.114,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,0
29179,0.041,2,0.184,5,0.6,0,4,3,0,1,0.0,0.0,0.347,0,0
29180,0.041,2,0.152,5,0.6,0,8,5,1,1,0.0,0.0,0.347,0,0
29181,0.685,5,0.066,0,0.8,1,1,1,0,0,0.0,0.0,0.153,0,0
29182,0.37,2,0.18,5,0.6,1,5,1,0,0,0.0,0.0,0.602,0,1
29183,0.342,2,0.017,1,0.533,1,5,1,0,0,0.0,0.0,0.602,0,1
29184,0.164,4,0.13,5,0.6,0,0,0,4,0,0.0,0.0,0.398,16,0
29185,0.425,2,0.125,5,0.6,0,10,4,0,1,0.0,0.0,0.378,0,1
29186,0.11,2,0.261,1,0.533,0,0,5,1,1,0.0,0.0,0.398,0,0
29187,0.192,2,0.112,1,0.533,2,4,4,0,1,0.0,0.0,1.0,0,1
29188,0.425,2,0.073,0,0.8,3,5,4,0,1,0.0,0.567,0.704,0,1
29189,0.315,2,0.029,3,0.867,2,3,0,0,0,0.0,0.0,0.194,0,0
29190,0.123,2,0.111,5,0.6,1,5,1,0,0,0.0,0.0,0.398,0,0
29191,0.151,2,0.032,1,0.533,1,4,3,0,1,0.0,0.0,0.347,0,0
29192,0.479,2,0.103,5,0.6,1,10,1,0,0,0.0,0.0,0.398,0,1
29193,0.329,1,0.186,1,0.533,1,3,1,0,0,0.0,0.0,0.398,0,0
29194,0.301,1,0.028,0,0.8,1,7,2,0,1,0.0,0.0,0.5,0,0
29195,0.425,2,0.096,1,0.533,0,0,0,1,1,0.0,0.0,0.153,33,0
29196,0.027,2,0.127,1,0.533,0,5,0,0,1,0.0,0.0,0.296,0,0
29197,0.137,2,0.016,5,0.6,1,8,1,0,0,0.0,0.379,0.398,0,0
29198,0.575,2,0.204,9,0.667,1,5,1,0,0,0.0,0.399,0.5,0,0
29199,0.027,2,0.171,5,0.6,0,5,5,0,0,0.0,0.0,0.398,0,0
29200,0.205,2,0.099,1,0.533,0,2,3,0,0,0.0,0.0,0.5,0,0
29201,0.301,2,0.3,1,0.533,0,2,5,0,0,0.0,0.0,0.398,0,0
29202,0.219,2,0.184,1,0.533,1,10,1,0,0,0.0,0.0,0.398,0,0
29203,0.288,2,0.093,1,0.533,0,2,0,0,0,0.0,0.0,0.398,0,0
29204,0.137,2,0.028,5,0.6,0,7,3,0,0,0.0,0.0,0.449,0,0
29205,0.082,2,0.205,1,0.533,0,1,3,0,1,0.0,0.0,0.449,0,0
29207,0.11,4,0.075,0,0.8,0,0,0,2,0,0.0,0.0,0.194,3,0
29208,0.274,5,0.057,6,0.733,1,5,1,0,0,0.0,0.0,0.684,0,0
29209,0.192,2,0.134,1,0.533,1,6,1,0,0,0.0,0.0,0.653,0,0
29210,0.096,2,0.149,6,0.733,0,5,3,0,1,0.0,0.0,0.367,0,0
29211,0.493,4,0.102,0,0.8,2,0,4,0,1,0.0,0.0,0.378,21,0
29213,0.11,2,0.17,5,0.6,1,0,2,0,1,0.0,0.0,0.398,0,1
29214,0.575,2,0.056,2,0.4,0,8,0,0,0,0.0,0.0,0.398,0,0
