,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3252,0,0.547,0.546,0.115,0.218,0.201,0.186,0.173,0.393
3253,2,0.48,0.496,0.093,0.129,0.114,0.112,0.108,0.179
3254,1,0.486,0.496,0.093,0.148,0.13,0.132,0.128,0.214
3255,2,0.304,0.294,0.066,0.052,0.04,0.055,0.043,0.143
3256,1,0.676,0.714,0.133,0.309,0.252,0.253,0.287,0.393
3257,0,0.581,0.555,0.097,0.231,0.214,0.197,0.183,0.286
3258,0,0.514,0.538,0.111,0.171,0.144,0.134,0.163,0.214
3259,0,0.764,0.756,0.146,0.511,0.413,0.399,0.387,0.607
3260,1,0.655,0.639,0.111,0.31,0.224,0.282,0.287,0.429
3261,1,0.77,0.782,0.168,0.463,0.389,0.379,0.367,0.393
3262,1,0.703,0.723,0.128,0.443,0.338,0.384,0.327,0.464
3263,0,0.662,0.664,0.102,0.321,0.267,0.259,0.287,0.571
3264,1,0.784,0.748,0.124,0.414,0.363,0.417,0.283,0.393
3265,0,0.547,0.546,0.119,0.186,0.134,0.183,0.158,0.464
3266,1,0.568,0.555,0.119,0.234,0.201,0.215,0.183,0.357
3267,1,0.439,0.471,0.102,0.153,0.141,0.158,0.118,0.321
3268,0,0.453,0.429,0.111,0.127,0.094,0.116,0.113,0.357
3269,1,0.703,0.689,0.128,0.391,0.27,0.317,0.307,0.393
3270,1,0.743,0.706,0.115,0.304,0.214,0.233,0.238,0.429
3271,0,0.601,0.622,0.137,0.273,0.199,0.161,0.253,0.571
3272,0,0.527,0.513,0.111,0.154,0.113,0.141,0.143,0.357
3273,1,0.541,0.538,0.124,0.177,0.128,0.154,0.173,0.429
3274,1,0.574,0.588,0.124,0.238,0.178,0.163,0.248,0.607
3275,0,0.52,0.504,0.097,0.146,0.144,0.107,0.128,0.393
3276,0,0.554,0.555,0.111,0.168,0.134,0.103,0.168,0.393
3277,1,0.527,0.563,0.124,0.196,0.143,0.141,0.213,0.5
3278,0,0.608,0.605,0.142,0.228,0.174,0.207,0.218,0.393
3279,1,0.784,0.798,0.168,0.505,0.331,0.418,0.562,0.607
3280,0,0.831,0.815,0.164,0.573,0.358,0.464,0.552,0.821
3281,0,0.642,0.664,0.15,0.286,0.213,0.206,0.218,0.357
3282,1,0.682,0.706,0.146,0.367,0.278,0.342,0.302,0.429
3283,1,0.696,0.706,0.137,0.343,0.249,0.309,0.278,0.357
3284,0,0.662,0.647,0.137,0.307,0.233,0.285,0.258,0.357
3285,1,0.797,0.866,0.164,0.538,0.468,0.398,0.402,0.429
3286,1,0.736,0.765,0.155,0.398,0.335,0.298,0.312,0.464
3287,0,0.642,0.681,0.115,0.25,0.204,0.191,0.203,0.393
3288,1,0.716,0.706,0.128,0.36,0.315,0.296,0.268,0.5
3289,0,0.622,0.613,0.142,0.254,0.184,0.215,0.223,0.5
3290,1,0.588,0.571,0.106,0.218,0.176,0.16,0.191,0.393
3291,0,0.615,0.588,0.115,0.261,0.191,0.223,0.191,0.286
3292,1,0.568,0.538,0.133,0.211,0.175,0.177,0.176,0.357
3293,0,0.676,0.672,0.164,0.409,0.371,0.319,0.292,0.429
3294,1,0.75,0.748,0.142,0.431,0.329,0.394,0.342,0.464
3295,0,0.696,0.664,0.106,0.264,0.224,0.172,0.218,0.464
3296,1,0.716,0.723,0.146,0.379,0.293,0.269,0.327,0.464
3297,0,0.77,0.748,0.168,0.435,0.352,0.365,0.392,0.571
3298,1,0.736,0.748,0.155,0.405,0.32,0.302,0.387,0.429
3299,0,0.716,0.723,0.155,0.405,0.29,0.355,0.402,0.536
3300,1,0.73,0.748,0.181,0.391,0.298,0.298,0.387,0.536
3301,1,0.791,0.79,0.168,0.591,0.438,0.641,0.487,0.357
3302,1,0.858,0.874,0.155,0.55,0.434,0.487,0.517,0.5
3303,1,0.662,0.664,0.164,0.328,0.202,0.237,0.263,0.393
3304,1,0.669,0.639,0.124,0.286,0.217,0.24,0.218,0.536
3305,2,0.709,0.655,0.155,0.374,0.257,0.284,0.352,0.536
3306,2,0.453,0.412,0.102,0.091,0.065,0.067,0.078,0.321
3307,1,0.507,0.454,0.119,0.154,0.121,0.153,0.108,0.286
3308,0,0.27,0.244,0.071,0.034,0.024,0.031,0.028,0.143
3309,2,0.554,0.504,0.106,0.179,0.141,0.16,0.133,0.286
3310,1,0.736,0.723,0.146,0.412,0.324,0.313,0.352,0.429
3311,1,0.547,0.546,0.119,0.179,0.128,0.179,0.153,0.393
3312,1,0.581,0.597,0.133,0.224,0.163,0.175,0.213,0.571
3313,0,0.439,0.429,0.097,0.111,0.092,0.074,0.098,0.357
3314,2,0.507,0.504,0.102,0.155,0.123,0.142,0.111,0.357
3315,0,0.372,0.345,0.08,0.068,0.049,0.053,0.064,0.286
3316,0,0.493,0.496,0.124,0.159,0.114,0.092,0.182,0.536
3317,0,0.257,0.244,0.058,0.029,0.022,0.013,0.028,0.214
3318,0,0.122,0.118,0.035,0.008,0.006,0.005,0.006,0.107
3319,1,0.851,0.84,0.177,0.519,0.316,0.425,0.517,0.643
3320,1,0.622,0.622,0.137,0.274,0.202,0.205,0.248,0.536
3321,2,0.561,0.555,0.124,0.191,0.132,0.167,0.173,0.357
3322,1,0.547,0.529,0.115,0.208,0.166,0.197,0.157,0.5
3323,1,0.432,0.412,0.093,0.119,0.096,0.099,0.096,0.393
3324,2,0.405,0.378,0.088,0.09,0.078,0.076,0.071,0.393
3325,0,0.365,0.353,0.08,0.057,0.041,0.048,0.047,0.321
3326,2,0.642,0.605,0.119,0.286,0.2,0.265,0.278,0.393
3327,2,0.757,0.714,0.177,0.483,0.42,0.341,0.422,0.536
3328,2,0.676,0.706,0.15,0.342,0.253,0.373,0.273,0.429
3329,1,0.635,0.639,0.133,0.242,0.195,0.19,0.223,0.321
3330,1,0.419,0.42,0.111,0.111,0.098,0.072,0.078,0.321
3331,1,0.588,0.479,0.159,0.247,0.209,0.217,0.198,0.357
3332,2,0.493,0.479,0.111,0.173,0.116,0.115,0.198,0.429
3333,2,0.507,0.513,0.111,0.159,0.128,0.113,0.143,0.393
3334,2,0.426,0.412,0.093,0.091,0.064,0.049,0.083,0.25
3335,1,0.473,0.454,0.119,0.135,0.098,0.103,0.138,0.393
3336,1,0.507,0.496,0.111,0.156,0.124,0.118,0.143,0.357
3337,2,0.791,0.79,0.159,0.599,0.405,0.527,0.417,0.5
3338,1,0.824,0.79,0.155,0.605,0.363,0.406,0.576,0.536
3339,1,0.689,0.706,0.164,0.303,0.232,0.234,0.273,0.393
3340,2,0.628,0.639,0.128,0.343,0.287,0.289,0.262,0.571
3341,1,0.561,0.563,0.119,0.208,0.144,0.164,0.182,0.393
3342,0,0.48,0.462,0.084,0.12,0.088,0.111,0.11,0.464
3343,1,0.514,0.521,0.097,0.136,0.111,0.06,0.133,0.429
3344,2,0.568,0.546,0.128,0.182,0.117,0.128,0.21,0.429
3345,1,0.547,0.546,0.128,0.208,0.155,0.185,0.228,0.393
3346,2,0.534,0.58,0.142,0.18,0.108,0.095,0.196,0.464
3347,0,0.459,0.445,0.088,0.106,0.081,0.075,0.102,0.357
3348,2,0.561,0.555,0.102,0.241,0.219,0.212,0.163,0.429
3349,2,0.534,0.538,0.093,0.165,0.111,0.142,0.168,0.321
3350,2,0.5,0.487,0.115,0.144,0.091,0.084,0.178,0.357
3351,1,0.588,0.546,0.115,0.206,0.15,0.178,0.183,0.429
3352,1,0.601,0.588,0.128,0.293,0.237,0.221,0.203,0.5
3353,2,0.541,0.521,0.124,0.16,0.114,0.155,0.156,0.25
3354,1,0.514,0.513,0.097,0.155,0.138,0.128,0.123,0.321
3355,2,0.486,0.479,0.097,0.143,0.113,0.095,0.128,0.321
3356,2,0.426,0.412,0.088,0.109,0.092,0.096,0.083,0.179
3357,2,0.405,0.387,0.088,0.084,0.07,0.072,0.068,0.25
3358,0,0.284,0.269,0.066,0.037,0.027,0.03,0.033,0.143
3359,2,0.682,0.655,0.15,0.417,0.264,0.284,0.312,0.679
3360,1,0.682,0.647,0.155,0.379,0.269,0.308,0.332,0.643
3361,0,0.453,0.437,0.084,0.108,0.081,0.096,0.088,0.286
3362,0,0.453,0.412,0.088,0.106,0.083,0.09,0.088,0.286
3363,2,0.628,0.588,0.133,0.268,0.206,0.273,0.188,0.321
3364,0,0.345,0.319,0.075,0.06,0.043,0.047,0.053,0.357
3365,2,0.493,0.429,0.102,0.128,0.089,0.107,0.118,0.357
3366,0,0.277,0.261,0.058,0.031,0.023,0.026,0.028,0.143
3367,2,0.696,0.689,0.173,0.385,0.247,0.246,0.372,0.571
3368,2,0.723,0.714,0.146,0.388,0.283,0.347,0.332,0.429
3369,2,0.723,0.681,0.15,0.452,0.275,0.338,0.367,0.571
3370,0,0.514,0.487,0.111,0.155,0.113,0.14,0.133,0.393
3371,0,0.345,0.303,0.08,0.057,0.041,0.044,0.053,0.321
3372,2,0.493,0.462,0.119,0.184,0.114,0.118,0.193,0.536
3373,0,0.628,0.588,0.137,0.343,0.216,0.255,0.287,0.643
3374,1,0.541,0.538,0.111,0.208,0.159,0.225,0.153,0.321
3375,1,0.52,0.462,0.133,0.188,0.14,0.237,0.123,0.321
3376,2,0.318,0.303,0.08,0.044,0.032,0.04,0.038,0.179
3377,2,0.243,0.227,0.062,0.028,0.018,0.02,0.029,0.143
3378,0,0.351,0.336,0.066,0.057,0.041,0.045,0.055,0.25
3379,2,0.297,0.261,0.071,0.035,0.025,0.034,0.029,0.25
3380,2,0.155,0.126,0.04,0.009,0.005,0.006,0.007,0.143
3381,0,0.635,0.639,0.146,0.352,0.218,0.35,0.322,0.643
3382,0,0.568,0.58,0.106,0.233,0.175,0.211,0.188,0.5
3383,0,0.574,0.538,0.115,0.255,0.205,0.226,0.218,0.464
3384,1,0.311,0.286,0.062,0.052,0.039,0.043,0.043,0.214
3385,1,0.541,0.496,0.102,0.172,0.13,0.191,0.123,0.429
3386,0,0.595,0.58,0.111,0.338,0.229,0.333,0.258,0.429
3387,0,0.635,0.597,0.128,0.308,0.203,0.257,0.307,0.607
3388,0,0.899,0.807,0.164,0.584,0.493,0.592,0.332,0.429
3389,0,0.662,0.689,0.133,0.399,0.253,0.463,0.327,0.536
3390,0,0.655,0.647,0.142,0.393,0.338,0.366,0.258,0.321
3391,0,0.635,0.613,0.111,0.344,0.237,0.228,0.302,0.429
3392,0,0.77,0.773,0.164,0.517,0.392,0.415,0.407,0.643
3393,0,0.676,0.639,0.115,0.357,0.247,0.292,0.317,0.321
3394,0,0.736,0.714,0.142,0.381,0.276,0.332,0.297,0.429
3395,1,0.716,0.664,0.146,0.432,0.239,0.265,0.382,0.429
3396,0,0.716,0.706,0.142,0.572,0.369,0.436,0.337,0.607
3397,1,0.541,0.538,0.133,0.197,0.131,0.159,0.192,0.393
3398,0,0.392,0.387,0.075,0.077,0.057,0.067,0.068,0.286
3399,1,0.52,0.496,0.102,0.155,0.127,0.134,0.128,0.25
3400,0,0.615,0.63,0.119,0.311,0.188,0.284,0.248,0.321
3401,0,0.547,0.571,0.133,0.241,0.144,0.184,0.247,0.607
3402,0,0.514,0.487,0.133,0.205,0.113,0.164,0.213,0.429
3403,2,0.372,0.353,0.097,0.073,0.044,0.077,0.073,0.286
3404,0,0.399,0.378,0.093,0.079,0.054,0.075,0.073,0.25
3405,2,0.358,0.328,0.066,0.062,0.052,0.053,0.048,0.214
3406,2,0.372,0.378,0.066,0.069,0.054,0.052,0.062,0.25
3407,2,0.372,0.353,0.071,0.067,0.054,0.061,0.051,0.179
3408,2,0.426,0.437,0.08,0.109,0.098,0.065,0.088,0.214
3409,2,0.432,0.429,0.084,0.11,0.087,0.094,0.091,0.214
3410,2,0.459,0.429,0.093,0.127,0.112,0.109,0.09,0.179
3411,2,0.48,0.445,0.088,0.136,0.128,0.097,0.098,0.214
3412,2,0.547,0.504,0.102,0.204,0.167,0.139,0.182,0.25
3413,0,0.561,0.571,0.106,0.238,0.223,0.162,0.183,0.286
3414,1,0.561,0.529,0.093,0.186,0.167,0.132,0.146,0.214
3415,1,0.655,0.689,0.142,0.365,0.29,0.266,0.334,0.286
3416,0,0.655,0.664,0.124,0.318,0.317,0.239,0.216,0.214
3417,0,0.682,0.681,0.133,0.359,0.33,0.29,0.263,0.286
3418,1,0.682,0.714,0.159,0.442,0.332,0.355,0.368,0.25
3419,0,0.696,0.697,0.119,0.413,0.362,0.367,0.278,0.25
3420,1,0.703,0.706,0.146,0.406,0.298,0.281,0.367,0.321
3421,0,0.709,0.706,0.133,0.385,0.349,0.293,0.289,0.357
3422,0,0.723,0.697,0.137,0.365,0.334,0.286,0.276,0.286
3423,1,0.75,0.706,0.133,0.414,0.36,0.334,0.313,0.357
3424,0,0.764,0.765,0.15,0.485,0.381,0.404,0.406,0.321
3425,1,0.777,0.824,0.164,0.532,0.441,0.448,0.427,0.321
3426,0,0.858,0.832,0.177,0.674,0.592,0.579,0.497,0.429
3427,0,0.899,0.924,0.177,0.882,0.77,0.756,0.52,0.429
3428,2,0.236,0.21,0.058,0.028,0.023,0.024,0.02,0.107
3429,2,0.277,0.261,0.058,0.039,0.028,0.037,0.028,0.179
3430,2,0.338,0.311,0.066,0.053,0.043,0.039,0.043,0.179
3431,2,0.372,0.353,0.084,0.07,0.048,0.064,0.058,0.143
3432,2,0.385,0.361,0.08,0.077,0.065,0.053,0.063,0.179
3433,2,0.392,0.361,0.093,0.076,0.061,0.062,0.061,0.179
3434,2,0.399,0.378,0.08,0.09,0.084,0.084,0.063,0.179
3435,2,0.405,0.387,0.08,0.09,0.07,0.081,0.073,0.214
3436,2,0.412,0.37,0.084,0.088,0.063,0.086,0.073,0.179
3437,2,0.432,0.412,0.08,0.098,0.089,0.064,0.073,0.25
3438,2,0.48,0.471,0.093,0.133,0.126,0.103,0.088,0.179
3439,2,0.493,0.496,0.111,0.161,0.141,0.125,0.129,0.25
3440,2,0.527,0.529,0.088,0.178,0.157,0.144,0.138,0.214
3441,1,0.527,0.504,0.102,0.166,0.131,0.155,0.124,0.214
3442,0,0.547,0.529,0.115,0.227,0.234,0.151,0.133,0.25
3443,2,0.554,0.529,0.088,0.181,0.147,0.141,0.128,0.214
3444,1,0.561,0.58,0.102,0.201,0.171,0.174,0.143,0.286
3445,2,0.568,0.58,0.128,0.204,0.17,0.171,0.162,0.25
3446,2,0.574,0.555,0.097,0.21,0.202,0.136,0.149,0.25
3447,1,0.581,0.563,0.106,0.202,0.171,0.174,0.144,0.25
3448,0,0.601,0.563,0.106,0.227,0.193,0.206,0.159,0.214
3449,0,0.601,0.571,0.111,0.287,0.271,0.218,0.198,0.214
3450,1,0.608,0.647,0.111,0.251,0.215,0.209,0.189,0.214
3451,0,0.642,0.647,0.137,0.324,0.244,0.256,0.248,0.25
3452,1,0.649,0.647,0.128,0.311,0.289,0.259,0.213,0.25
3453,1,0.649,0.613,0.097,0.329,0.298,0.224,0.223,0.25
3454,1,0.676,0.681,0.146,0.376,0.335,0.282,0.279,0.25
3455,0,0.709,0.706,0.137,0.403,0.337,0.302,0.307,0.286
3456,1,0.723,0.714,0.142,0.436,0.401,0.313,0.312,0.393
3457,1,0.723,0.739,0.155,0.447,0.356,0.414,0.343,0.321
3458,1,0.723,0.697,0.142,0.38,0.331,0.31,0.287,0.25
3459,0,0.73,0.756,0.168,0.496,0.451,0.384,0.362,0.25
3460,0,0.736,0.723,0.146,0.4,0.351,0.329,0.28,0.286
3461,1,0.743,0.739,0.142,0.393,0.302,0.371,0.342,0.357
3462,1,0.743,0.697,0.15,0.444,0.352,0.317,0.402,0.321
3463,0,0.743,0.723,0.15,0.508,0.393,0.385,0.472,0.357
3464,0,0.757,0.739,0.137,0.482,0.391,0.392,0.292,0.321
3465,1,0.764,0.714,0.173,0.404,0.33,0.308,0.35,0.286
3466,0,0.764,0.748,0.15,0.514,0.431,0.47,0.351,0.286
3467,0,0.791,0.79,0.159,0.523,0.39,0.501,0.369,0.321
3468,1,0.797,0.782,0.146,0.597,0.49,0.535,0.424,0.357
3469,1,0.865,0.891,0.204,0.733,0.581,0.539,0.562,0.321
3470,0,0.872,0.857,0.177,0.632,0.482,0.506,0.526,0.357
3471,1,0.878,0.882,0.164,0.539,0.54,0.473,0.434,0.286
3472,2,0.122,0.109,0.044,0.007,0.004,0.005,0.012,0.071
3473,2,0.182,0.16,0.049,0.015,0.013,0.008,0.011,0.107
3474,2,0.378,0.353,0.075,0.086,0.081,0.068,0.058,0.179
3475,2,0.439,0.437,0.075,0.094,0.077,0.076,0.075,0.179
3476,2,0.439,0.395,0.088,0.091,0.069,0.077,0.08,0.214
3477,2,0.439,0.412,0.097,0.105,0.092,0.093,0.073,0.179
3478,2,0.486,0.471,0.097,0.145,0.136,0.124,0.098,0.214
3479,2,0.493,0.462,0.097,0.134,0.132,0.103,0.088,0.214
3480,2,0.507,0.479,0.093,0.155,0.141,0.121,0.118,0.25
3481,2,0.527,0.487,0.093,0.141,0.162,0.045,0.107,0.179
3482,2,0.534,0.504,0.128,0.158,0.104,0.134,0.121,0.214
3483,2,0.534,0.504,0.102,0.146,0.112,0.11,0.137,0.214
3484,2,0.541,0.613,0.142,0.251,0.235,0.197,0.182,0.25
3485,2,0.554,0.529,0.102,0.225,0.255,0.175,0.126,0.214
3486,1,0.581,0.706,0.142,0.394,0.342,0.314,0.304,0.25
3487,2,0.588,0.588,0.115,0.211,0.205,0.151,0.146,0.25
3488,2,0.601,0.546,0.115,0.189,0.159,0.16,0.151,0.25
3489,1,0.615,0.613,0.124,0.221,0.195,0.153,0.181,0.25
3490,0,0.622,0.613,0.142,0.264,0.233,0.199,0.216,0.321
3491,0,0.642,0.647,0.142,0.348,0.312,0.264,0.268,0.25
3492,0,0.649,0.647,0.128,0.3,0.279,0.221,0.228,0.25
3493,0,0.649,0.647,0.133,0.296,0.279,0.192,0.228,0.25
3494,1,0.649,0.63,0.119,0.287,0.272,0.214,0.219,0.286
3495,0,0.655,0.605,0.115,0.269,0.248,0.223,0.193,0.25
3496,0,0.676,0.647,0.128,0.307,0.265,0.288,0.223,0.25
3497,1,0.689,0.664,0.128,0.348,0.325,0.318,0.218,0.286
3498,0,0.696,0.681,0.128,0.328,0.255,0.315,0.253,0.321
3499,1,0.703,0.697,0.146,0.359,0.33,0.25,0.286,0.286
3500,0,0.709,0.597,0.128,0.332,0.3,0.257,0.266,0.25
3501,0,0.709,0.706,0.142,0.412,0.339,0.346,0.332,0.393
3502,0,0.723,0.697,0.155,0.429,0.357,0.373,0.322,0.321
3503,1,0.73,0.731,0.168,0.401,0.315,0.338,0.345,0.357
3504,1,0.736,0.765,0.159,0.436,0.397,0.36,0.319,0.321
3505,0,0.743,0.739,0.159,0.382,0.316,0.334,0.311,0.321
3506,0,0.743,0.697,0.155,0.417,0.406,0.339,0.269,0.286
3507,1,0.764,0.748,0.146,0.411,0.372,0.314,0.317,0.357
3508,1,0.764,0.706,0.155,0.408,0.326,0.448,0.286,0.286
3509,1,0.77,0.782,0.155,0.472,0.448,0.35,0.352,0.321
3510,0,0.777,0.756,0.159,0.52,0.478,0.438,0.377,0.286
3511,0,0.784,0.782,0.159,0.528,0.483,0.473,0.352,0.357
3512,1,0.784,0.815,0.155,0.551,0.489,0.529,0.382,0.357
3513,1,0.791,0.748,0.155,0.469,0.373,0.369,0.406,0.286
3514,0,0.804,0.79,0.159,0.588,0.538,0.479,0.427,0.321
3515,1,0.831,0.79,0.168,0.528,0.431,0.513,0.417,0.393
3516,1,0.845,0.874,0.177,0.614,0.521,0.521,0.458,0.357
3517,1,0.845,0.849,0.155,0.587,0.578,0.431,0.395,0.357
3518,0,0.858,0.866,0.173,0.477,0.604,0.583,0.45,0.357
3519,0,0.865,0.824,0.159,0.616,0.585,0.456,0.446,0.321
3520,1,0.872,0.824,0.164,0.608,0.532,0.527,0.465,0.357
3521,2,0.189,0.16,0.049,0.014,0.009,0.011,0.011,0.071
3522,2,0.223,0.218,0.053,0.022,0.019,0.0,0.018,0.107
3523,2,0.25,0.252,0.062,0.034,0.027,0.024,0.029,0.107
3524,2,0.331,0.311,0.075,0.046,0.041,0.034,0.036,0.179
3525,2,0.345,0.294,0.075,0.059,0.052,0.034,0.049,0.179
3526,2,0.351,0.345,0.075,0.067,0.065,0.039,0.052,0.179
3527,2,0.372,0.345,0.08,0.062,0.048,0.046,0.056,0.214
3528,2,0.372,0.353,0.075,0.061,0.051,0.044,0.054,0.179
3529,2,0.385,0.353,0.066,0.063,0.052,0.045,0.052,0.179
3530,2,0.385,0.353,0.08,0.072,0.064,0.048,0.057,0.214
3531,2,0.392,0.37,0.08,0.082,0.072,0.066,0.061,0.214
3532,2,0.412,0.387,0.08,0.081,0.067,0.051,0.076,0.214
3533,2,0.439,0.429,0.102,0.111,0.103,0.078,0.085,0.179
3534,2,0.439,0.437,0.08,0.116,0.101,0.089,0.078,0.179
3535,2,0.439,0.353,0.088,0.098,0.083,0.079,0.078,0.286
3536,2,0.473,0.454,0.097,0.143,0.113,0.12,0.105,0.25
3537,2,0.48,0.454,0.093,0.109,0.079,0.105,0.096,0.179
3538,0,0.486,0.471,0.097,0.155,0.139,0.093,0.13,0.214
3539,2,0.486,0.479,0.106,0.14,0.119,0.106,0.123,0.25
3540,2,0.5,0.504,0.084,0.127,0.094,0.103,0.118,0.25
3541,2,0.507,0.496,0.097,0.181,0.169,0.137,0.138,0.25
3542,2,0.514,0.639,0.097,0.15,0.13,0.118,0.119,0.25
3543,2,0.52,0.479,0.08,0.135,0.12,0.089,0.108,0.25
3544,2,0.541,0.504,0.111,0.172,0.144,0.145,0.14,0.286
3545,2,0.541,0.513,0.119,0.154,0.131,0.121,0.123,0.25
3546,2,0.541,0.496,0.102,0.176,0.159,0.13,0.138,0.214
3547,2,0.547,0.504,0.111,0.174,0.16,0.109,0.148,0.286
3548,1,0.568,0.529,0.106,0.21,0.188,0.144,0.136,0.214
3549,2,0.574,0.521,0.111,0.186,0.153,0.135,0.162,0.286
3550,0,0.581,0.563,0.102,0.197,0.172,0.156,0.151,0.25
3551,2,0.595,0.58,0.119,0.225,0.205,0.159,0.183,0.286
3552,2,0.608,0.563,0.093,0.2,0.193,0.141,0.158,0.25
3553,2,0.615,0.588,0.115,0.234,0.197,0.183,0.188,0.286
3554,2,0.615,0.613,0.115,0.232,0.198,0.163,0.196,0.25
3555,0,0.622,0.605,0.119,0.276,0.212,0.222,0.234,0.25
3556,2,0.622,0.597,0.115,0.214,0.18,0.161,0.195,0.286
3557,2,0.628,0.597,0.119,0.248,0.208,0.232,0.198,0.25
3558,2,0.642,0.622,0.137,0.308,0.276,0.246,0.24,0.321
3559,1,0.662,0.664,0.155,0.437,0.356,0.323,0.305,0.321
3560,0,0.669,0.697,0.137,0.419,0.427,0.304,0.275,0.321
3561,2,0.669,0.613,0.115,0.274,0.237,0.197,0.234,0.286
3562,1,0.669,0.613,0.142,0.314,0.29,0.251,0.221,0.25
3563,2,0.676,0.672,0.137,0.308,0.234,0.275,0.283,0.25
3564,2,0.676,0.647,0.111,0.301,0.306,0.225,0.194,0.286
3565,1,0.676,0.706,0.142,0.316,0.242,0.29,0.269,0.286
3566,0,0.676,0.664,0.137,0.313,0.242,0.277,0.255,0.286
3567,2,0.682,0.681,0.124,0.327,0.277,0.242,0.268,0.321
3568,2,0.682,0.681,0.124,0.293,0.263,0.217,0.236,0.321
3569,2,0.682,0.697,0.133,0.321,0.298,0.244,0.242,0.357
3570,0,0.682,0.697,0.146,0.368,0.362,0.218,0.277,0.286
3571,1,0.689,0.689,0.146,0.331,0.271,0.299,0.257,0.286
3572,1,0.689,0.681,0.146,0.374,0.326,0.329,0.291,0.286
3573,1,0.703,0.689,0.128,0.281,0.23,0.236,0.24,0.321
3574,1,0.709,0.697,0.15,0.382,0.335,0.295,0.318,0.286
3575,0,0.709,0.697,0.133,0.328,0.283,0.24,0.273,0.25
3576,1,0.709,0.706,0.137,0.374,0.296,0.25,0.387,0.357
3577,0,0.709,0.706,0.204,0.409,0.35,0.294,0.357,0.357
3578,1,0.709,0.706,0.15,0.385,0.329,0.325,0.307,0.321
3579,1,0.709,0.723,0.128,0.274,0.238,0.208,0.237,0.286
3580,1,0.736,0.714,0.146,0.369,0.324,0.29,0.307,0.321
3581,0,0.743,0.714,0.142,0.404,0.389,0.282,0.287,0.286
3582,1,0.743,0.706,0.142,0.472,0.406,0.378,0.316,0.321
3583,1,0.743,0.748,0.155,0.45,0.379,0.397,0.371,0.286
3584,0,0.743,0.731,0.146,0.418,0.347,0.312,0.387,0.357
3585,0,0.743,0.723,0.142,0.429,0.424,0.294,0.299,0.286
3586,2,0.75,0.689,0.133,0.365,0.286,0.315,0.322,0.357
3587,0,0.757,0.739,0.15,0.484,0.441,0.402,0.362,0.321
3588,0,0.777,0.773,0.164,0.486,0.504,0.237,0.366,0.393
3589,0,0.777,0.773,0.159,0.517,0.442,0.412,0.409,0.357
3590,1,0.777,0.782,0.173,0.576,0.463,0.513,0.429,0.357
3591,1,0.777,0.706,0.146,0.491,0.389,0.458,0.307,0.286
3592,0,0.784,0.79,0.142,0.516,0.461,0.409,0.402,0.357
3593,1,0.784,0.798,0.146,0.454,0.391,0.165,0.397,0.25
3594,1,0.791,0.748,0.137,0.487,0.435,0.379,0.332,0.393
3595,0,0.791,0.773,0.177,0.582,0.503,0.555,0.398,0.357
3596,0,0.811,0.773,0.128,0.447,0.405,0.393,0.322,0.321
3597,0,0.824,0.798,0.15,0.552,0.434,0.504,0.462,0.357
3598,0,0.865,0.782,0.159,0.566,0.475,0.463,0.442,0.393
3599,0,0.892,0.84,0.195,0.826,0.833,0.479,0.616,0.393
3600,2,0.135,0.118,0.035,0.009,0.006,0.01,0.007,0.107
3601,2,0.399,0.387,0.084,0.079,0.076,0.067,0.066,0.25
3602,2,0.432,0.412,0.08,0.1,0.092,0.082,0.075,0.143
3603,2,0.466,0.454,0.097,0.114,0.083,0.099,0.101,0.214
3604,2,0.514,0.529,0.097,0.181,0.16,0.162,0.124,0.25
3605,2,0.568,0.538,0.102,0.203,0.208,0.15,0.138,0.25
3606,1,0.588,0.538,0.097,0.205,0.192,0.155,0.146,0.214
3607,0,0.595,0.563,0.124,0.239,0.229,0.174,0.117,0.25
3608,0,0.635,0.63,0.137,0.284,0.274,0.189,0.226,0.214
3609,1,0.649,0.588,0.106,0.323,0.308,0.257,0.204,0.286
3610,0,0.682,0.664,0.142,0.307,0.264,0.29,0.213,0.286
3611,1,0.696,0.689,0.15,0.369,0.311,0.315,0.268,0.321
3612,0,0.709,0.681,0.159,0.403,0.284,0.338,0.362,0.321
3613,1,0.723,0.731,0.15,0.477,0.473,0.329,0.302,0.357
3614,0,0.73,0.706,0.137,0.379,0.294,0.34,0.307,0.357
3615,0,0.73,0.706,0.168,0.507,0.491,0.401,0.326,0.286
3616,0,0.73,0.739,0.177,0.461,0.389,0.409,0.368,0.464
3617,0,0.736,0.681,0.142,0.336,0.33,0.263,0.226,0.286
3618,0,0.75,0.773,0.15,0.49,0.427,0.388,0.377,0.357
3619,1,0.764,0.748,0.15,0.396,0.333,0.348,0.317,0.393
3620,1,0.764,0.748,0.15,0.447,0.379,0.444,0.312,0.286
3621,1,0.784,0.672,0.15,0.451,0.391,0.398,0.33,0.25
3622,0,0.784,0.756,0.146,0.449,0.405,0.344,0.332,0.321
3623,0,0.791,0.798,0.155,0.56,0.497,0.461,0.402,0.321
3624,1,0.797,0.748,0.155,0.508,0.432,0.454,0.367,0.286
3625,1,0.804,0.79,0.173,0.502,0.385,0.484,0.388,0.321
3626,0,0.831,0.798,0.168,0.564,0.455,0.435,0.477,0.321
3627,0,0.865,0.79,0.177,0.669,0.638,0.573,0.428,0.321
3628,1,0.892,0.857,0.199,0.721,0.584,0.677,0.564,0.429
